,ds,Unnamed: 1,count,hate_speech,offensive_language,neither,class,tweet,id
8211,td,8239,0,0,0,0,1,@ctrembz be sure to follow it up with a fabulous bitch face,
1808,c,1828,0,0,0,0,2,@zoey_bot I'm not gay.,8.74975333312717E+017
2830,td,2854,0,0,0,0,1,@soxandjox: Thick raw fuck http://t.co/g8RvUHCeBN Damn his man pussy is getting a workout.,
718,c,718,0,0,0,0,2,@JohnCornyn Yes a bunch of saints who hate the poor LGBTQ Mexican Muslim elderly.  Basically everyone but rich… https://t.co/NKH5Uw2TPb,8.77261760687997E+017
12579,td,12607,0,0,0,0,1,I cant fuc wit no bitch thats addicted to drugz,
21268,td,21296,0,0,0,0,2,RT @dan_danovskis: &#8220;@FlappyBprob: If you're playing flappy bird: 1-800-273-8255 National Suicide Prevention Lifeline. RT to save lives&#8221; @r&#8230;,
9152,td,9180,0,0,0,0,1,@moose_05 ya know gamoot i considered it but then I was like wait. I'm no little baby back bitch,
21433,td,21461,0,0,0,0,1,RT @fierce_swagg: Unfollow me bitch. I won't cry about it. &#128536;&#128536;,
14498,td,14526,0,0,0,0,2,Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji &amp; identify its pilot by name rank,
4744,td,4772,0,0,0,0,2,@1SonofYahweh &amp; what we do with our foolish proud selves? Roll our eyes pretend that we dont see mock or laff at them arrogant attitudes,
5290,td,5318,0,0,0,0,1,@CiscoAllDay why she a hoe we know about 5 dudes that hit Kim 5 these hoes out here doing that in a week,
20956,td,20984,0,0,0,0,2,RT @ajbk4life1: how do people not realize the jig ?,
14115,td,14143,0,0,0,0,1,If you're being a little scared bitch about the POSSIBILITY of a louisville purge...just go to Ferguson.,
20893,td,20921,0,0,0,0,1,RT @_indylovee: these bitch niggas couldn't live my cold life$tyle&#128184;&#128080;&#128523;,
7209,td,7237,0,0,0,0,1,@SteveWorks4You bush took 3 times as many vacations.. republican teabaggers are pusses....wah,
13530,td,13558,0,0,0,0,1,I wish my brother would stop bringing dirty bitches in my house,
15869,td,15897,0,0,0,0,2,Not allowed to play flappy bird around grandma because she swears at me to stop swearing lol,
5252,td,5280,0,0,0,0,0,@CharleeRedz13 your gay stfu dumb monkey,
2714,td,2738,0,0,0,0,1,@XoJennyGirl: I'm making marack my girlfriend . @marackaf aye b you pullin hoes just like o taught you,
22302,td,22330,0,0,0,0,1,RT @pumpkinheaddd: &#128530; why these hoes acting like they not getting fucked &amp; sucking dick &#128080; but I ain't saying nothing &#128520;,
1434,c,1454,0,0,0,0,2,"Police Road rage led to bat attack Muslim teen""s death. #D20 https://t.co/dql1QMWxu5 https://t.co/zIp4R9xql7",8.77301061807206E+017
2566,td,2589,0,0,0,0,1,@GirlThatsVonte: Yall still going trick or treating this year or nah?hell yeah ima be da sweet tooth bandit steal bitches bags n shit,
2974,td,2999,0,0,0,0,1,Pistol whip my Dickau shoot yo bitch club up.  Sometimes freestyles be freestyles. And I'm okay with that.,
9971,td,9999,0,0,0,0,1,Aint This A Bitch... I just saw my bitch kiss a bitch . You lucky I dont kill yo ass but you can still get pistol whipped - wayne,
12587,td,12615,0,0,0,0,1,I could blank all you son's of bitches out #getatme #goofy #fuckmongo #naynayismongo,
4579,td,4607,0,0,0,0,0,"*goes to olive garden* *Turns into a cracker* ""@gIacier: *goes black friday shopping*  *turns into a nigger*""",
15142,td,15170,0,0,0,0,1,Makeup be saving alot of these bitches from being single,
4220,td,4248,0,0,0,0,1,&#8220;@iank12: @AJDougherty13 no you homo&#8221; sorry I can't be straight like you and pull mad bitches &#128532;,
23738,td,23766,0,0,0,0,1,"Tell them hoes ""I'm all friended out""",
8528,td,8556,0,0,0,0,1,@hoes &#9829;,
12134,td,12162,0,0,0,0,1,Having a 'new boyfriend' every month doesn't mean you're gorgeous.... It means you're easy and retarded.,
13540,td,13568,0,0,0,0,1,I woke up in a bed full of bitches that I ain't even fuckin,
6551,td,6579,0,0,0,0,1,@MilitaryTimes That's what happens when you have pussies for presidents and generals you have to fight the same war over and over again.,
10137,td,10165,0,0,0,0,0,America is white trash and so are all Americans.,
5687,td,5715,0,0,0,0,1,@GinaMarieZ all I did was bitch about Jessie still love you anyway,
5742,td,5770,0,0,0,0,1,@GrizzboAdams @wyattnuckels ight this Friday nig,
26880,td,26908,0,0,0,0,1,some prude bitch unfollwed me show me ur ugly face,
12049,td,12077,0,0,0,0,1,Haha Tanaka went Yankee. So sorry Bums!,
26879,td,26907,0,0,0,0,2,some kid in an angry birds costume bumped into me and I fell over making something else fall over into something else which wobbled and..,
9099,td,9127,0,0,0,0,2,"@mesmart029 Someone recently told me that a local yokel was going to ""use my twitter account to damage me"" so... Yeah.",
11315,td,11343,0,0,0,0,1,Dumb ass bitch i swear,
13649,td,13677,0,0,0,0,1,I'm a twat,
13363,td,13391,0,0,0,0,1,I swear to god I hit 40 licks I'm Lil B and I'm not no bitch when I'm off that dope I rob my bitch !,
3100,td,3128,0,0,0,0,2,#BREAKING: AP calls Mass. Governor race for Charlie Baker. Watch live coverage on WCVB streaming online. http://t.co/S6hY2eVoaT,
20241,td,20269,0,0,0,0,1,RT @TooTurntNacho: Why give a bitch ya heart when she rather have a purse.,
7241,td,7269,0,0,0,0,2,@Swanny_9 where are the birds at? Wasn't it Port where birds were all over?,
15561,td,15589,0,0,0,0,1,My problem is caring about bitches &amp; noggas,
4950,td,4978,0,0,0,0,1,@BBCandice @dorothy5334 @JoyGrenade if u cant talk without talking about ur cunt mama im thru talking,
25632,td,25660,0,0,0,0,1,Yo that nigga at #USC was lying &#128514;&#128514;&#128514;&#128514;&#128514; had y'all bitches calling him ya MCM and all how do u feel....ok back to you Bob,
10854,td,10882,0,0,0,0,2,Charlie Daniels couldve done a better job! #MNF,
22039,td,22067,0,0,0,0,1,RT @machinegunkelly: Tbt: I tried on French's outfit for the Freshman cover at that shoot high as fuck off weed brownies&#8230; http://t.co/HKiWy&#8230;,
26122,td,26150,0,0,0,0,1,bunch of pussies,
21666,td,21694,0,0,0,0,1,RT @ikesizzle: RT @ericajenee_: &#8220;@_SheDAzzle: Ike finna have the bitter bitches upsaught&#8221; - and he don't care lmao | not at all,
4774,td,4802,0,0,0,0,2,@ABC its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole,
10605,td,10633,0,0,0,0,1,Breaking News: ur a little bitch,
18447,td,18475,0,0,0,0,1,RT @KillAllSimps: If this nigga Kanye took Kim K to Wendy's this means y'all regular hoes don't deserve them $200 dates http://t.co/QZ3hgE&#8230;,
14766,td,14794,0,0,0,0,1,Lebron Warm up jacket full then a bitch,
18329,td,18357,0,0,0,0,1,RT @Just_this_time: If you think I've been an opinionated bitch lately just be glad I've stayed quiet on 3 of the topics swirling around he&#8230;,
16159,td,16187,0,0,0,0,2,Oriental rugs cause I'm flyer than a dove.,
10185,td,10213,0,0,0,0,1,And someone from my class is literally sitting across from me on the bus so I can't even call dad and bitch,
10792,td,10820,0,0,0,0,0,Can't take u coons nowhere &amp; I mean nowhere,
11250,td,11278,0,0,0,0,2,Don't talk about Homecoming until you actually do it. Otherwise anti-NF people have a reason to mock the Party.,
10549,td,10577,0,0,0,0,1,Blunt to the head fuck Feds I eat pussy till my tongue red,
21620,td,21648,0,0,0,0,1,"RT @iPreferAriPlz: Every time a Black woman says ""oh bitch"" I smile.",
18775,td,18803,0,0,0,0,1,RT @Mabelistocute: You suppose to keep your hoes from finding out about each other,
10016,td,10044,0,0,0,0,1,All deses bitches turnt up I'm fenna turn em down,
21540,td,21568,0,0,0,0,1,RT @hollygolawly: Can't wait to eat #metropole @21cCincinnati and see my @21cLouisville friends! Bring on those damn yellow penguins!#ro ...,
25852,td,25880,0,0,0,0,0,You state it gook,
19168,td,19196,0,0,0,0,1,RT @OGBitchh: god damn thats one manly bitch.,
19435,td,19463,0,0,0,0,1,RT @RabehChararah1: Wack ass hoes,
3986,td,4014,0,0,0,0,1,&#8220;@ThatIrvNation: Today was a long practice&#8221; bitch no it wasn't &#128529;,
21120,td,21148,0,0,0,0,1,RT @briannafbaby: Good girls take 4-12 months before they move on.. only hoes jump from nigga to nigga.. don't argue with me this is scien&#8230;,
1035,c,1035,0,0,0,0,2,"Muslim Bursts Into NY Times Square Church and Shouts ""Allahu Akbar"" Threatens to Kill Christians Upon Return https://t.co/tQSC1iHINB",8.77310269080449E+017
24350,td,24378,0,0,0,0,1,This Lil fraudulent bitch had the nerve to call my phone talking crazy bout how she get down nd puts&#8230; http://t.co/zUxDnP3XR1,
12440,td,12468,0,0,0,0,2,I also had a dream that I went to the FOB show and FOB was rude to me and @audizzle was getting badly hit on by some creep,
23234,td,23262,0,0,0,0,1,Should I tell this hoe who she look like cdfuuu,
19140,td,19168,0,0,0,0,1,RT @Now_Thats_Fresh: Eddy Murphythe first celebrity to be spotted in public with a Durag AND a White bitch. Monumental #DuragHistoryWeek h&#8230;,
10948,td,10976,0,0,0,0,1,Congrats on being a cunt and doing your make up worse than a 12 year old. Ugly bitch,
17,c,17,0,0,0,0,0,@politicshome HOPEFULLY EIGHT BILLS WILL BE ENOUGH BILLS! #Brexit WILL ALWAYS MEAN #Brexit! #QueensSpeech #refugeesNOTwelcome,8.77552878885405E+017
6332,td,6360,0,0,0,0,0,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.,
19939,td,19967,0,0,0,0,0,RT @TAXSTONE: Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM,
11203,td,11231,0,0,0,0,2,Dominoes moonlit lake Velvet Underground honey whiskey = white trash heaven. I accept your ridicule...but just tonight.,
24537,td,24565,0,0,0,0,1,This nigga been all in public with his new young bitch rubbin it in her face but when she reacts it WW3? She probably ain't even seen Drake,
23315,td,23343,0,0,0,0,1,Slim niggah but you know i love em thick,
16293,td,16321,0,0,0,0,1,Please &#8220;@oldirtyjesus: shut up hoe &#8220;@MARlSOUL: I'm honestly a nice person&#8221;&#8221;,
8025,td,8053,0,0,0,0,1,@beautifulbeeee yes!!! Every guy is a bitch today...lol...smh,
26300,td,26328,0,0,0,0,1,got these bad bitches waiting on me,
2435,c,2456,0,0,0,0,2,Adidas Mens Yeezy Boost 350 V2 Black White Oreo BY1604 IN HAND Men's Size 8 https://t.co/bbtcn5HWk2,8.75014026622849E+017
2592,td,2615,0,0,0,0,1,@KeyshawnSwag: Lmfao this cat started beating the shit out of me my nigga finally got some pussy?!? MY NIGGA!!!,
742,c,742,0,0,0,0,2,Investigate Murder of 17-yr-old Muslim Girl as a Hate Crime! #care2 https://t.co/MJNcT783nR,8.77186683166478E+017
2308,c,2329,0,0,0,0,2,"Remember REMEMBER THAT DEBATE WHERE THIS TCA BITCH WAS LIKE ""GAYS ARE CONVINCED TO BE GAY"" AND MY ENTIRE BENCH WAS LIKE BITCCCHH",8.7494978982939E+017
15333,td,15361,0,0,0,0,2,Morning terror read: 99% of the ocean's trash is gone and no one knows where it went &#8594; http://t.co/CwC2LWCV3T,
2009,c,2029,0,0,0,0,2,@R_Speek @foxfromthewest In Saudi Arabia it's pretty obvious that the main force creating so many Saudi terrorists… https://t.co/pZSfhiBC24,8.74985388728869E+017
3508,td,3536,0,0,0,0,1,&#8220;@44BINKO: Denzy tryna hoe broski Izzy &#128553;&#8221;&#128514;,
10840,td,10868,0,0,0,0,2,Char-broiled #cod yellow #rice saut&#233;ed spinach and artichoke hearts. Made with love for @voxpulchra.&#8230; http://t.co/vWjWlghRGO,
20091,td,20119,0,0,0,0,2,RT @TheFactsBook: Twitter has a bird as its logo that&#8217;s why when you join you&#8217;re an egg and your home button is a birdhouse. Why am I ...,
10867,td,10895,0,0,0,0,1,Charlie horses suck ass #ouch,
3931,td,3959,0,0,0,0,1,&#8220;@RylannWilliams: If she buys you a tattoo wife that girl&#128521;&#128540;&#128527;&#8221; &#128514; this bitch,
7542,td,7570,0,0,0,0,1,@WaTch_Mark @WaTch_Scenario Normally I would say she must have a great pussy but since I've seen it that's not true so idk what it is.,
2008,c,2028,0,0,0,0,2,@wchs8fox11 Just like Islam let's wait and see. Media is ridiculous.,8.75016845912355E+017
21659,td,21687,0,0,0,0,0,RT @iceyy505: I HATE hoe ass people.,
25130,td,25158,0,0,0,0,1,When her pussy doesn't taste like pineapples http://t.co/tWpg0XXwbB,
7738,td,7766,0,0,0,0,0,@_GOLDwhippp faggots old people people who can't drive drunk people,
19869,td,19897,0,0,0,0,1,RT @SteveStfler: If I stop my car so that you can walk across the street I better see some hustle out of you! Knees to chest bitch KNEES &#8230;,
6712,td,6740,0,0,0,0,1,@NoBeeetch faggot ass fucking snitch,
21858,td,21886,0,0,0,0,1,RT @kg4hunnid: Bruh you trash take yo ass back to college @GenoSmith7,
10017,td,10045,0,0,0,0,2,All good things must come to an end that's all right get 'em tomorrow #Yankees,
21637,td,21665,0,0,0,0,1,RT @i__pooteD: There's pussy makeup?,
21866,td,21894,0,0,0,0,1,RT @kiaspeaks: Yall stay tracking pussy miles but refuse to put any effort into controlling your own peen. But okay...I guess. Whatever ke&#8230;,
17230,td,17258,0,0,0,0,1,RT @CrittaMo: I'm getting tired of these same ol no hope broke bitches! No job all they wanna do is twerk and smoke Swishers,
23124,td,23152,0,0,0,0,1,Sexy ass yellow bone,
25536,td,25564,0,0,0,0,1,Yasss bitch yass,
24522,td,24550,0,0,0,0,1,This lit bitch jayonna in the class im an aide in is SOOO FUNNY,
8442,td,8470,0,0,0,0,0,@georgiathenewsa @Rosaalbae your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,
15249,td,15277,0,0,0,0,1,Meek do some nut shit one time he a bitch I guess y'all forgot all the hoe shit Wale did on twitter oh ok &#9749;&#65039;&#128056;,
4645,td,4673,0,0,0,0,1,"12 was like ""Blocked bitch"" &#8220;@NoBeeetch: Don't start ""@bdoulaoblongata: They are blocking us in #Ferguson http://t.co/ymPzHmzUxG""&#8221;",
7609,td,7637,0,0,0,0,1,@WyattNuckels just smokin that Cali smoke and fuckin your bitch wbu,
11153,td,11181,0,0,0,0,1,Did la mulatta just refer to herself as a darkie? @thejournalista @huny @gwarbucks @tygress,
6633,td,6661,0,0,0,0,1,@MurphMcMahon I swear I thought you were describing a pussy. ...I gotta go to bed.,
24218,td,24246,0,0,0,0,1,These hoes crazy yo.,
2034,c,2054,0,0,0,0,2,I'm not gay I just pay hot girls to make me do gay things 🤷‍♂️ #findom #femdom,8.75026543990452E+017
17884,td,17912,0,0,0,0,1,RT @HeisNotAllowed: My boyfriend isn't allowed to give a girl his jacket. That hoe knows damn well what channel the weather is on she cou&#8230;,
480,c,480,0,0,0,0,2,RT @Citizen_USA1: @ABC Good news because #RefugeesNotWelcome,8.75823279000482E+017
23848,td,23876,0,0,0,0,1,That one drunk white bitch that always instigate problems involving at least one.black dude then crys afterwards when someone gets hurt,
15264,td,15292,0,0,0,0,1,Met a bad bitch from Chicago. My hat wasn't cocked yo.,
1303,c,1323,0,0,0,0,2,Why are you not making a fuss about Islamic Hamas supporters chanting hate being allowed to march through the capit… https://t.co/akKwpFpZjM,8.77215394364371E+017
6316,td,6344,0,0,0,0,1,@LaneBelgarde @A7XDemery you Sick bitch didnt even invite me,
12052,td,12080,0,0,0,0,1,Haha i call my girl a bitch only cuz she calls me one &#128540;,
16605,td,16633,0,0,0,0,1,"RT @Amos_Louis: Broke hoes 3 words ""Out my face""",
20576,td,20604,0,0,0,0,2,RT @Yankees: #Yankees win! Final score: 7-4.,
2734,td,2758,0,0,0,0,1,@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;,
6173,td,6201,0,0,0,0,1,@KEIRRANicolee I didn't know you was following me hoe &#128514;,
24971,td,24999,0,0,0,0,1,We're a good match cuz we both retarded...n weed,
10506,td,10534,0,0,0,0,1,Bitches be wearing extensions fake eye lashes and make up talkin bout they bad bitches. No bitch you are not bad you're a created player,
12315,td,12343,0,0,0,0,1,Honestly it's enough bad bitches in the universe for everyone (not including dykes),
18364,td,18392,0,0,0,0,2,RT @KMOquality: Scholen waar directie leerkrachten pest kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn?&#8230;,
3184,td,3212,0,0,0,0,1,"#QTNA RT @Major_K8: How y'all bitches gon breast feed wit nipple rings? &#128563;&#128534;""",
7568,td,7596,0,0,0,0,1,@WhereYoHussleAt &#128514;&#128557;&#128514;&#128557; @CayMarieee look at this shit imma bitch forreal &#9995;&#128527;,
4285,td,4313,0,0,0,0,1,&#8220;@miilkkk: On a scale of 1-10 this bitch is literally a 6 http://t.co/A3rMyfNUS4&#8221;hahaha,
20535,td,20563,0,0,0,0,1,RT @XBL_NexXx: all these faggots posting faces about to get the hot unfollow,
12431,td,12459,0,0,0,0,1,I almost beat that bitch up.,
13082,td,13110,0,0,0,0,1,I lied the fair isn't the only place Reno girls dress up like cowgirl sluts NITC hash tag bitches,
2195,c,2216,0,0,0,0,2,Qatar isolation 'inhumane' violates Islamic values says Turkey president Recep Tayyip Erdogan https://t.co/470VIlYwHj,8.74888599166235E+017
14128,td,14156,0,0,0,0,1,Iggy Azaelia is no one hit wonder. She is a bad bitch.,
10743,td,10771,0,0,0,0,1,Can i bring another bitch or nah,
7733,td,7761,0,0,0,0,1,@_Djweezlove not what I said . I want a DJ to mix the track regardless for their own use ! The video gon be dumb retarded with the reg versi,
26981,td,27009,0,0,0,0,1,these pussy ass niggas ain't bout that life,
7698,td,7726,0,0,0,0,1,@Zhugstubble naw nigga what's up with em hands what happened to the shit you was talking a couple a month's ago eat bitch,
1290,c,1310,0,0,0,0,2,@DifferentWeeds @PaulTucker63 @Jammy_Tammy_ @AtheistDefenceL @TRobinsonNewEra What was the attack in Finsbury Park… https://t.co/FgBPjLd3m7,8.77231489938805E+017
19620,td,19648,0,0,0,0,0,RT @Sam_James3: @will123_william @haydenhill13 @aknadnrye @khalilreed I don't care tho cracker,
23238,td,23266,0,0,0,0,1,Shout out to everyone that puts up with my retarded ass. I appreciate it.,
23026,td,23054,0,0,0,0,1,Sad that girls look up to Kim so much. Like damn she got famous from being a hoe and making sex tapes. We need to find better role models.,
16319,td,16347,0,0,0,0,1,Porch monkey 4 life #Randell,
12378,td,12406,0,0,0,0,1,How's this bitch wearing high heals right now,
18616,td,18644,0,0,0,0,1,RT @Lexieeller: My timeline right now Ravens &#127944; Ravens &#127944; Ravens &#127944;  Commercial tweet &#128514; Ravens &#127944; Ravens &#127944; Ravens &#127944; &amp; Some bitch talkin ...,
24685,td,24713,0,0,0,0,1,Trainer lady is a bitch shook my hand made me promise her I'ma study for a test tomorrow and idk I don't like her she's trying to break me,
25868,td,25896,0,0,0,0,1,You wanna hot body You wanna Bugatti You wanna Maserati You better rob a bank bitch,
25972,td,26000,0,0,0,0,1,ain't my hoe I just thought it was.&#128524;&#128080;,
18240,td,18268,0,0,0,0,1,RT @JimNorton: . @WBCFredJr Was daddy still being an abusive rage-a-holic in hospice or just making doody in his diapers like a good fag h&#8230;,
26834,td,26862,0,0,0,0,1,seriously these animal crackers have a slight fruit loops aftertaste. its really fucked up it should not be this way but it is.,
7303,td,7331,0,0,0,0,2,@TerryTGood @1DancingCrane The Moors used to give kids free lunch in the Bronx when I was a kid. Glad to see they are still doing good.,
3474,td,3502,0,0,0,0,1,&#128557;&#128557;&#128557; Foh RT @MizzCreme: #IDGT RT @eTheHustla: Good pussy don't neva get tired!!!,
19651,td,19679,0,0,0,0,1,RT @ScottLinnen: Saw a man in a yellow trench coat &amp; matching fedora with an iWatch. What a Dick.,
20998,td,21026,0,0,0,0,2,RT @anilkohli54: @mediacrooks so the ball did roll down the slope &amp; found a natural spot @madhutrehan defending brother &amp; the scumbag @sard&#8230;,
12050,td,12078,0,0,0,0,1,Haha a private industry birthday is needed to all who have celebrated our bday the past month I can't wait for ours! I see you nig**s lol &#128513;,
9931,td,9959,0,0,0,0,1,Af RT @AyeMr_Foreman: @viaNAWF @KingHorseDick nah these hoes stupid,
396,c,396,0,0,0,0,2,@RepublicanChick We now have to pay to keep Islam out of schools that are funded by tax dollars? WOW #BANMUSLIMS (donating),8.75800082779472E+017
27140,td,27168,0,0,0,0,1,"wishing I could high five whoever named a species of birds ""great tits""",
16068,td,16096,0,0,0,0,2,One mans trash is another mans treasure #believe,
16187,td,16215,0,0,0,0,1,Papoose is trash bro @spence1reed lol,
25075,td,25103,0,0,0,0,1,What's this bitch retarded? GIVE ME BACK MY 16 DOLLARS &#8220;@AmandaBynes: Every time I meet somebody I assume I'll never meet them again&#8221;,
20184,td,20212,0,0,0,0,1,RT @Thee_MrWest: This bitch at work gone make me slap her head off her fuckin neck,
27151,td,27179,0,0,0,0,2,wth is that playing missy? ........ i mean seriously? RT @mr_republicann: This movie gone be trash http://t.co/8BIppVUvzr,
4119,td,4147,0,0,0,0,1,&#8220;@_yesKala: It's so wonderful when you meet a dude that's not a bitch ass nigga these days &#128514;&#8221; &#128588;&#128553;,
24357,td,24385,0,0,0,0,1,This art shit lives forever bitch! Keep the change!,
20675,td,20703,0,0,0,0,1,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: where tf lyssa toilet mouth ass ? &#128064;&#128530;&#8221; wassup&#8221;you be twatching hoe &#128514;&#128514;,
15017,td,15045,0,0,0,0,0,Lol RT @JayFucknHarris: Youuuuu got niggas but I don't got bitches,
6649,td,6677,0,0,0,0,1,@NOAA #EarthDayNOAA  Is da colored folk allowed to join? Cuz in my hood folk worried about da watermelon not growin and da chicken too small,
12139,td,12167,0,0,0,0,1,Having spent the whole of catching fire telling the bitch next to me to put her phone away I am now battling the masses so I can buy milk,
6868,td,6896,0,0,0,0,0,@Princesslexii16 Fucking coon,
9929,td,9957,0,0,0,0,1,Add my snapchat lil bitch: TreVaughn3,
1595,c,1615,0,0,0,0,2,i rlly wanna write namjoons gay awakening by jimin but i dont even ship them,8.74876350636708E+017
9418,td,9446,0,0,0,0,1,@sbsylvester @kieffer_jason nigga stfu u not funny we all laughing at yo retarded ass just stfu,
16178,td,16206,0,0,0,0,2,Paceys just told me about how flash was touching himself and he was turning yellow and black.. #whatwashedoing &#128514;&#128514;,
13595,td,13623,0,0,0,0,1,I'll be stripping off layers of clothes the instant we get back to the gate. It's hot as Satan's pussy on this son-bitch,
4985,td,5013,0,0,0,0,0,@Barbod6FCB @_cblaze @ODDBEAST cracker jack shut the fuck up,
2516,td,2537,0,0,0,0,1,@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up a nigga had funnnnnnn !,
13212,td,13240,0,0,0,0,1,I need a new bitch,
7974,td,8002,0,0,0,0,1,@ashleyrike sick bitch!!,
12143,td,12171,0,0,0,0,1,He a hoe fa that RT @AC_Hussle: Incredible vagina is rarely ever attached to an incredible woman. God has a weird sense of humor.,
20437,td,20465,0,0,0,0,1,RT @WHOISRAYMOND: When you give all ya hoes up for that one girl and it don't work out http://t.co/DCDPkR2yjc,
18181,td,18209,0,0,0,0,1,RT @JaredFayne_54: And apparently I sound like a country hick. Perks of being from Kentucky,
15642,td,15670,0,0,0,0,1,Nd y'all thought bitches knew how to accessorize http://t.co/f8yDxkaz,
11124,td,11152,0,0,0,0,2,Delusional #teabagger thinks he can stop #gay marriage in #Wisconsin http://t.co/Sp6o6vOyDw #lgbt #teaparty #gaymarriage #ssm,
22872,td,22900,0,0,0,0,1,RT @zekNcashe: all i ever asked for was patience patience &amp; pussy but mostly patience..,
23270,td,23298,0,0,0,0,1,Shyyyyyt 12 hours ain't no hoe... &#171;@_SHAYALICIOUS_ This fulltime..12/hr plus overtime and benefits sounds real good to me&#187;,
11355,td,11383,0,0,0,0,1,Eat her pussy when she mad Eat her pussy when she sad Eat her pussy when she sleep&#128564; Eat her pussy when she horny EAT HER PUSSY,
2949,td,2974,0,0,0,0,1,LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.,
8845,td,8873,0,0,0,0,1,@kieffer_jason @someone yea it's very true bitch,
13706,td,13734,0,0,0,0,1,I'm glad that after telling me how much of a basic bitch I am @GreekPharaoh also admitted to being basic. #truefriendsarebasictogether,
27114,td,27142,0,0,0,0,1,whheeet bitch you LYING,
3108,td,3136,0,0,0,0,2,#BlessJesus The #Crown of HIS head to the sole of HIS feet,
2676,td,2700,0,0,0,0,1,@StellaTex: Guess what? I also have zero time for your mansplaining! Adios! Stfu pussy,
4203,td,4231,0,0,0,0,1,&#8220;@goodbadguytim: &#8220;@100046729: This bitch Gmfu.&#8221;  You huh?&#8221; Huh lol,
25952,td,25980,0,0,0,0,2,Zack still questions my love for Oreos lol,
9889,td,9917,0,0,0,0,1,A nicca need a maid #Str8Up,
8570,td,8598,0,0,0,0,1,@iamadamg_ fuckin bitches talkin shit bout to get hit.,
10385,td,10413,0,0,0,0,1,Bbl gonna go sob over gay bird babies.,
22997,td,23025,0,0,0,0,1,Running dangerously low on cigarettes these bitches better last me till Monday or Tuesday,
23736,td,23764,0,0,0,0,1,Tell me that that pussy is mineeeee,
5191,td,5219,0,0,0,0,2,@CapitolEVAN That's where I saw the leprechaun. He told me to burn things.,
3386,td,3414,0,0,0,0,1,"&#128128; RT @OGBEARD: ""OMG LIL B FOLLOWED ME YASSSS""   bitch he follow everybody shut yo ass up",
6909,td,6937,0,0,0,0,0,@RabehChararah1 lmaoo what a fag,
24598,td,24626,0,0,0,0,1,"Those ""tell me about yourself "" lookin ass niggas ... Ima crazy bitch that's all you need to know.",
15065,td,15093,0,0,0,0,1,Longway bitch,
22336,td,22364,0,0,0,0,1,RT @relatabIe: i hate when people ask &#8220;who you tryna look good for?!&#8221; bitch myself bye,
2232,c,2253,0,0,0,0,2,Tories and the DUP make for excellent bed fellows https://t.co/nzvn39NULt,8.75026756947911E+017
19925,td,19953,0,0,0,0,2,RT @SweetiePaii: RT if you listen to these bands &#128522;  A7X PTV SWS ATL BVB ADTR BMTH YMAS FOB AA Blink 182 TDG SS FIR MCR  Follow me &amp; everyon&#8230;,
11501,td,11529,0,0,0,0,1,Fed ex some real hoe boys,
4605,td,4633,0,0,0,0,1,...and I'm goin back to school.. only for the hoes and a class or two,
24455,td,24483,0,0,0,0,1,This chick looks like she straight up took a colored pencil to her eyebrows #thatshitdoesntlookgood,
18269,td,18297,0,0,0,0,1,RT @JoeBudden: U famous niggas ruined the game by jacking up the price on the pussy. - Michael Paul Budden.,
10880,td,10908,0,0,0,0,1,Check your slutty fat girl friends instagram pics.See if she don't have five niggaz in every pic thirsting for fat girl pussy.,
19684,td,19712,0,0,0,0,1,RT @Sexualgif: this bitch was so ungrateful &#128553;&#128148; http://t.co/exbLrnsyZv,
23603,td,23631,0,0,0,0,1,Stop being a hoe,
25204,td,25232,0,0,0,0,1,Where tf this bitch in the pink from? &#128514; this hoe pointless,
4400,td,4428,0,0,0,0,2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/yRfdaIooYZ,
8487,td,8515,0,0,0,0,1,@hadley106 @zimm16 bailey is gettin pussy,
15405,td,15433,0,0,0,0,1,My bitch bad she from the islands.,
24311,td,24339,0,0,0,0,2,They say one man's trash is the next man's treasure. Where one finds pain the next might find pleasure.,
13810,td,13838,0,0,0,0,1,I'm sick of niggas lying. I'm sick of bitches hawking. Matter of fact I'm sick of talking. RIP BIG http://t.co/WQ5YXWgHd9,
9242,td,9270,0,0,0,0,1,@pablofunes_ Oh totes girl. I'm also blasting Mayday and wearing an oversized hoodie. Get at me queer,
20637,td,20665,0,0,0,0,1,RT @YungRalphMaejor: &#8220;@iDocLyfe: Worst movie you can think of?&#8221; Fan that fucking trash netflix be posting shit that looks like a porno,
